Hour,Base_Action,Base_Bill,Base_Grid,Base_Soc
2308,0,8668.348874437736,59.92563333333334,6.387806315609478
2309,0.01219368439052193,8672.22335177722,59.60734368439052,6.398750315780474
2310,0.0012496842195259816,8676.084001840029,59.39461635088619,6.399297515789025
2311,0.0007024842109757401,8679.933172001502,59.21800248421097,6.399324875789452
2312,0.0006751242105487165,8683.774546884575,59.09807512421055,6.399326243789473
2313,0.0006737562105270101,8687.67778217873,60.04977375621053,6.399326312189475
2314,0.0006736878105257915,8691.606607968437,60.443473687810524,6.399326315609474
2315,0,8695.46767730177,59.401066666666665,6.398686315609474
2316,0,8699.568629135105,63.09156666666666,6.3980463156094745
2317,0,8703.752579468439,64.36846666666668,6.397406315609475
2318,0,8708.108420135106,67.01293333333332,6.396766315609475
2319,0,8712.583918218439,68.85381666666667,6.396126315609475
2320,0,8717.018707885105,68.22753333333333,6.3954863156094754
2321,0,8721.507720551772,69.06173333333334,6.394846315609476
2322,0,8725.963276635106,68.54701666666666,6.394206315609476
2323,0,8730.39080471844,68.11581666666666,6.393566315609476
2324,0,8734.610223385107,64.91413333333333,6.392926315609476
2325,0,8738.709198135108,63.061150000000005,6.392286315609477
2326,0,8742.759348135107,62.309999999999995,6.391646315609477
2327,0,8746.691113635106,60.4887,6.391006315609477
2328,0,8750.59050696844,59.99066666666667,6.390366315609477
2329,0,8754.402220718439,58.64175,6.389726315609478
2330,0,8758.157740885106,57.77723333333333,6.389086315609478
2331,0,8761.843516051773,56.704233333333335,6.388446315609478
2332,0,8765.488629385107,56.07866666666666,6.387806315609478
2333,0.01219368439052193,8769.08298814126,55.297827017723854,6.398750315780474
2334,0.0012496842195259816,8772.6315255374,54.59288301755286,6.399297515789025
2335,0.0007024842109757401,8776.15249986554,54.16883581754431,6.399324875789452
2336,0.0006751242105487165,8779.748154165281,55.31775845754388,6.399326243789473
2337,0.0006737562105270101,8783.534924626101,58.25800708954386,6.399326312189475
2338,0.0006736878105257915,8787.48304566581,60.74032368781052,6.399326315609474
2339,0,8791.504059415809,61.86175,6.398686315609474
2340,0,8795.753233999143,65.37191666666668,6.3980463156094745
2341,0,8800.080261249142,66.56965,6.397406315609475
2342,0,8804.605581832477,69.62031666666667,6.396766315609475
2343,0,8809.299737749143,72.21778333333333,6.396126315609475
2344,0,8814.04617641581,73.02213333333333,6.3954863156094754
2345,0,8818.78001266581,72.82825,6.394846315609476
2346,0,8823.438804249143,71.67371666666666,6.394206315609476
2347,0,8827.940542832475,69.25751666666667,6.393566315609476
2348,0,8832.137561415808,64.56951666666667,6.392926315609476
2349,0,8836.168398832475,62.012883333333335,6.392286315609477
2350,0,8840.155260499141,61.33633333333333,6.391646315609477
2351,0,8844.077786249141,60.34655,6.391006315609477
2352,0,8847.889750249142,58.6456,6.390366315609477
2353,0,8851.632917165809,57.587183333333336,6.389726315609478
2354,0,8855.278188665809,56.0811,6.389086315609478
2355,0,8858.890039332475,55.56693333333333,6.388446315609478
2356,0,8862.473752582475,55.13405,6.387806315609478
2357,0.01219368439052193,8866.025087838627,54.63592701772386,6.398750315780474
2358,0.0012496842195259816,8869.657413484767,55.88193301755286,6.399297515789025
2359,0.0007024842109757401,8873.307340229574,56.152719150877644,6.399324875789452
2360,0.0006751242105487165,8877.040136945981,57.42764179087722,6.399326243789473
2361,0.0006737562105270101,8880.873629406802,58.97680708954386,6.399326312189475
2362,0.0006736878105257915,8884.816640363177,60.661707021143854,6.399326315609474
2363,0,8888.96746994651,63.85891666666667,6.398686315609474
2364,0,8893.42739619651,68.61425,6.3980463156094745
2365,0,8898.021337279843,70.67601666666667,6.397406315609475
2366,0,8902.768424863176,73.03211666666667,6.396766315609475
2367,0,8907.50027969651,72.79776666666667,6.396126315609475
2368,0,8912.357894363176,74.73253333333334,6.3954863156094754
2369,0,8917.297195613177,75.98925,6.394846315609476
2370,0,8922.18414369651,75.18381666666666,6.394206315609476
2371,0,8927.027563446509,74.51415,6.393566315609476
2372,0,8931.694586196509,71.80035,6.392926315609476
2373,0,8936.237005029841,69.88336666666667,6.392286315609477
2374,0,8940.705441946508,68.74518333333333,6.391646315609477
2375,0,8945.094176946508,67.519,6.391006315609477
2376,0,8949.396981946507,66.19699999999999,6.390366315609477
2377,0,8953.650087946507,65.4324,6.389726315609478
2378,0,8957.846870363173,64.56588333333333,6.389086315609478
2379,0,8961.98488952984,63.661833333333334,6.388446315609478
2380,0,8966.12487602984,63.6921,6.387806315609478
2381,0.01219368439052193,8970.244062119325,63.37209368439052,6.398750315780474
2382,0.0012496842195259816,8974.378615682133,63.6085163508862,6.399297515789025
2383,0.0007024842109757401,8978.461818343607,62.81850248421098,6.399324875789452
2384,0.0006751242105487165,8982.652119726681,64.46617512421055,6.399326243789473
2385,0.0006737562105270101,8986.899593937502,65.34575708954385,6.399326312189475
2386,0.0006736878105257915,8991.173337893877,65.74990702114385,6.399326315609474
2387,0,8995.410316310543,65.18428333333333,6.398686315609474
2388,0,8999.878020893877,68.73391666666666,6.3980463156094745
2389,0,9004.493716393878,71.0107,6.397406315609475
2390,0,9009.210727393878,72.5694,6.396766315609475
2391,0,9013.810435060544,70.76473333333334,6.396126315609475
2392,0,9018.442318810545,71.25975000000001,6.3954863156094754
2393,0,9023.153276143878,72.47626666666667,6.394846315609476
