Hour,Best_Action,Best_Bill
0,-1.5560332754403121,0.19520908709637969
1,-1.561430236378619,0.2648199550651028
2,0.0,0.4310596217317695
3,0.0,0.4553403717317695
4,0.0,0.4793643717317695
5,0.0,0.5019117883984362
6,0.0,0.5631396217317695
7,0.0,0.6246032217317694
8,0.0,0.6826065734414679
9,0.0,0.6460262008848631
10,0.0,0.5419201135380186
11,0.0,0.31777634281683054
12,0.0,0.622932310207666
13,0.0,0.7597908944619675
14,0.0,0.8441529014627056
15,0.0,0.8929047754305257
16,0.0,0.8614961029174875
17,0.0,0.8479902176679196
18,0.0,0.9167798176679196
19,0.0,0.954344401001253
20,0.0,1.2556963176679194
21,0.0,1.2979149010012527
22,0.0,1.3303423176679194
23,0.0,1.3632529010012528
24,0.14110770035599995,1.402826484857726
25,0.23684522023830407,1.4459428408398827
26,0.16975077489055954,1.4732840578744357
27,-0.22225213192970836,1.4770690859656712
28,0.11727783853481755,1.501997312137101
29,0.004424285382599332,1.5523468073536366
30,0.054257418221530865,1.5804738728713694
31,-0.07282143675161902,1.5975089794825144
32,-0.054850557989757256,1.5385155690709371
33,-0.18130485554455822,1.419153217150814
34,0.06423218937955871,1.6532136233342198
35,-0.04666896060252138,1.6330796007424775
36,-0.0632678899942784,1.3274046064760248
37,-0.24157160847247428,0.9832248994163899
38,-0.08606799077131595,0.707258204929401
39,0.061152845982562765,0.47975912300449963
40,-0.027575093051634126,0.4347393327674446
41,0.1425979838816512,0.43960547576294284
42,-0.05177683581321785,0.48812839810175035
43,-0.7921950555372994,0.5055693028251592
44,-0.12635783840715126,0.6651697933286944
45,-0.7289652653720323,0.7316551344128457
46,-1.20335,0.7316551344128457
47,-0.0231065543004447,0.8252861250499834
48,0.17991763790638948,0.9007912715138988
49,-0.1329683214601179,0.9401681639523245
50,-0.15448003472932126,0.9699058783615853
51,-0.3908302129851007,0.984620997850887
52,-0.3669166899041841,0.9972829963404484
53,-0.0857464422640082,1.0359127275932878
54,-0.17527957633436947,1.1053611384648871
55,-0.11323212935031335,1.1435357167237834
56,0.021651065161274394,1.105789094250445
57,-0.0738549043886164,0.9489933208843543
58,-0.3825796325688771,0.7042014658049451
59,-0.043900641672865025,0.39924244329041814
60,-0.15134711373293008,0.0397053214790416
61,0.023922634210499893,-0.3104296210303814
62,-0.1551934625364103,-0.6151953339272997
63,-0.28325,-0.9285621942739153
64,-0.0067187562934694495,-1.1399879782331126
65,0.03864812580234832,-1.244463402329003
66,0.06356353555228425,-1.215626355851438
67,-0.3127058076842558,-1.2003701500175814
68,-0.2742570381964212,-1.1883889408336823
69,-0.20705590022326315,-1.1385949910148612
70,-0.01269399151744663,-1.012435017130162
71,0.0,-0.9433801004634952
72,-0.8505666666666666,-0.9433801004634952
73,-0.6996166666666666,-0.9433801004634952
74,-0.6053333333333332,-0.9433801004634952
75,-0.8354333333333331,-0.9433801004634952
76,-0.04907157894736877,-0.8952771697617409
77,0.0,-0.8154095030950742
78,0.0,-0.7592126697617408
79,0.0,-0.6564682697617408
80,0.0,-0.5582998697617408
81,0.0,-0.4819868233233
82,0.0,-0.43393156996654036
83,0.0,-0.3943709040926362
