Hour,Best_Action,Best_Bill
0,-0.1612,-0.0
1,-0.3101277777777777,0.026967777777777775
2,-0.2645166666666666,0.029940444444444447
3,-0.21525,0.036295277777777774
4,-0.21525,0.036295277777777774
5,-0.2426333333333333,0.03944886111111111
6,-0.2426333333333333,0.03944886111111111
7,0.012569746650902769,0.07826606766903027
8,0.5348138367135508,0.15251824582491752
9,0.0,0.10864672621328178
10,0.0,0.008358349206526186
11,0.0,-0.14437686948740125
12,0.0,-0.21694259967569818
13,0.0,-0.28504157091500254
14,0.0,-0.3104361778650431
15,0.4716124602213183,-0.25073369930308576
16,-0.03433461328702858,-0.2565300867577527
17,-0.8352492890380023,-0.27611433427739
18,-0.7087145319688622,-0.27227065249727983
19,-0.7358166666666665,-0.27227065249727983
20,-0.7142752957229542,-0.2592311300526052
21,-0.8088333333333331,-0.2592311300526052
22,-0.6972666666666666,-0.2592311300526052
23,-0.8055,-0.2592311300526052
24,0.009947368421052715,-0.21438021777190341
25,0.0,-0.16073246777190342
26,0.0,-0.12280063443857009
27,0.0,-0.10294421777190342
28,0.0,-0.08423830110523675
29,0.0,-0.06616721777190343
30,0.0,-0.041448801105236764
31,0.6283054553467288,0.02313988682563394
32,0.1949689283389255,-0.0008547055936740065
33,0.0,-0.09451368733195309
34,0.0,-0.22284180187119357
35,0.0,-0.37484872140963044
36,0.0,-0.5327555029430857
37,0.0,-0.6851118254673375
38,2.394228734977124,-0.7390479703475611
39,0.0,-0.8521882918159809
40,0.3554497089729529,-0.9243118615201916
41,-0.6410181019329659,-0.9858846220837517
42,-0.4853999111579518,-0.9726516996423519
43,-0.528883922457523,-0.9687019046020908
44,-0.4786400594903416,-0.9615144251356297
45,-0.4241863365157932,-0.9543494536758229
46,-0.4665363365157932,-0.9537007322160161
47,-0.17812275887087844,-0.9348262115426232
48,0.005684210526315823,-0.9007304045250794
49,0.0,-0.8769902378584127
50,0.0,-0.8543648211917461
51,0.0,-0.8274829878584128
52,0.07592893928297023,-0.7949876068050197
53,0.21750613624984946,-0.7554769579487794
54,0.26288499203289106,-0.7139266834666416
55,0.94271292862361,-0.6275560097727736
56,0.0,-0.6582733636158938
57,1.9847611417411757,-0.6715526084537474
58,0.0,-0.8061126840240302
59,0.0,-0.9625015029477124
60,4.146998224769584,-0.9676669169799668
61,0.0,-1.1367266269364316
62,2.1653906825165308,-1.1954027842494397
63,-0.6228851139567189,-1.3067816189810162
64,-0.44044054303071295,-1.3855053824301047
65,-1.515283333333333,-1.4525176861768105
66,-0.7619841521532992,-1.3820490727334416
67,-1.8439262885186651,-1.3158677814871549
68,-0.8708162305127509,-1.3158677531371503
69,-1.5279166666666668,-1.3158677531371503
70,-0.6161823284130828,-1.235576437817334
71,-0.27961959064150915,-1.2136997945423653
72,0.0014210526315789028,-1.189119759454646
73,0.008526315789473781,-1.169441465594997
74,0.0,-1.146437965594997
75,0.0,-1.127747215594997
76,0.0,-1.0986380489283303
77,0.0,-1.0741341322616635
78,0.0,-1.0514924655949969
79,0.09515325911459917,-0.9908776353918698
80,1.1022723647991397,-0.7936490832383833
81,0.0,-0.7006182367999425
82,0.0,-0.6419699834431829
83,0.0,-0.6437829908727273
84,3.3891538734496343,-0.32312739822414627
85,0.0,-0.3406482524544867
86,2.2178324307476074,-0.14189399783065096
87,0.0,-0.14475740095231165
88,0.5358334277518625,-0.06206262390185603
89,-0.3827495551884068,-0.042999570353908494
90,-0.6103833333333332,-0.042999570353908494
91,-1.1456833333333332,-0.042999570353908494
92,-0.7913495638460843,-0.01931787533723732
93,-0.9644662833096256,0.0026153162476370215
94,-0.9167666666666666,0.0026153162476370215
95,-0.90415,0.0026153162476370215
96,0.00994736842105265,0.06595222852833876
97,0.0,0.1480114785283388
98,0.0,0.1753667285283388
99,0.0,0.1970669785283388
100,0.0,0.22258597852833878
101,0.0,0.2431909785283388
102,0.0,0.27600406186167215
103,0.1607381182794636,0.35320709347456136
104,1.2955843348238214,0.5638431931533618
105,0.0,0.5538683044898064
106,0.0,0.5269660679357108
107,0.0,0.4506968475309795
108,2.676977256124064,0.5915491376908342
109,0.0,0.5348635153812079
110,0.0,0.40491075557132883
111,0.5561080217897423,0.3244963443022744
112,0.263941928301225,0.3692820489191338
113,-0.4372755959363294,0.35091399157473024
114,-0.7660308556027106,0.35954051863517245
115,-0.31104069299882225,0.37731645692358234
116,-0.3630666666666666,0.37731645692358234
117,-0.6156166666666666,0.37731645692358234
118,-0.63065,0.37731645692358234
119,-0.6104,0.37731645692358234
120,0.001421052631578933,0.399063575344635
121,0.0028421052631579327,0.42393639552007356
122,0.0,0.4495214788534069
123,0.005684210526315803,0.47001603587095075
124,0.0,0.4947777858709508
125,0.0,0.5160967025376174
126,0.0,0.5410447858709507
127,0.16093390250035344,0.6167292610009973
128,0.0,0.6076237854431432
129,1.9695116226206903,0.6329063989828538
130,2.3467529629191044,0.904962934188035
131,0.0,0.899698638246622
132,2.3687789589077477,1.0950592883245176
133,1.6313296112792708,1.137550681979504
134,0.3684299661881034,1.141817184071066
135,-0.10494699200012624,1.1405420892121918
136,-0.2572166666666666,1.117241898207087
137,-0.37236666666666657,1.1159211024457727
138,-0.5082,1.1159211024457727
139,-0.8714333333333331,1.1159211024457727
140,-0.79908277368916,1.1687325554893107
141,-0.8242494403558269,1.210095341866182
142,-0.4353827736891602,1.2427156282430531
143,-0.4186163410422923,1.2530138160753042
144,0.0014210526315789054,1.2879364344963569
145,0.1114266651344186,1.3093015010634275
146,0.0,1.3255352510634275
147,0.0,1.3363729177300943
148,0.0,1.3543270010634276
149,0.0,1.3720200010634276
150,0.0,1.3864554177300943
151,-0.09158506528381273,1.410670589112631
152,0.6398706353104655,1.5153198266500765
153,0.4495639099621975,1.5658771563331835
154,2.568799638010857,1.789644162461396
155,2.2546423174547745,1.9379703604200387
156,1.863903284965268,1.9829995918034589
157,0.0938351642482651,1.9498649364646574
158,0.0053317582124137175,1.915172420765996
159,-0.21511666666666665,1.848118954527685
160,-0.30865,1.7352120027472122
161,-0.3420166666666666,1.6711792183139969
162,-0.5308666666666666,1.6711792183139969
163,-0.5318333333333332,1.6711792183139969
164,-0.54405,1.6711792183139969
165,-0.74355,1.6711792183139969
