Step,Action,Best_Bill,reward
0,-0.20640000000000006,0.013415999999999997,0.013415999999999997
1,-0.3493666666666666,0.03612483333333333,0.02270883333333333
2,0.8194980609418284,0.1366504572945522,0.10052562396121886
3,0.0,0.19655445729455218,0.059904
4,0.0,0.2794814572945522,0.082927
5,0.0,0.3604530406278855,0.08097158333333335
6,-0.7483583333333333,0.4090963322945522,0.04864329166666667
7,2.0,1.0054459322945521,0.5963495999999999
8,1.8993600000000015,1.500579604004251,0.4951336717096988
9,-1.886816666666659,1.551273589285854,0.05069398528160299
10,-1.87645,1.4445101686056763,-0.10676342068017786
11,-0.2558435880407615,1.1961242441745605,-0.24838592443111573
12,-0.6275000786259102,1.0516314441745604,-0.14449280000000003
13,-0.6381583333333334,0.9245155016959518,-0.1271159424786087
14,-0.7382776140350903,0.8903414120063968,-0.034174089689554904
15,2.0,1.1511901859742169,0.2608487739678201
16,-1.2832166666666671,1.1960571624380636,0.04486697646384665
17,0.0,1.4068162517762768,0.21075908933821313
18,0.0,1.930658251776277,0.523842
19,-0.5187433333333336,2.119388351776277,0.18873009999999998
20,0.0013473684210526318,2.1990857640569788,0.07969741228070176
21,0.0,2.4173232640569786,0.2182375
22,-0.0,2.4828822640569785,0.06555899999999999
23,0.0,2.5168285140569786,0.03394625
24,0.0,2.5724522640569787,0.05562375
25,2.0,2.7690046807236453,0.19655241666666665
26,2.0,2.9622366807236453,0.193232
27,0.7395368421052628,3.0782608254604873,0.11602414473684208
28,1.8993600000000006,3.2781884754604875,0.19992765000000004
29,0.0,3.3722185587938207,0.09403008333333335
30,0.001347368421052404,3.5111028044078556,0.13888424561403506
31,0.0,3.6801288044078557,0.169026
32,-0.1522950695870481,3.724902181861292,0.0447733774534363
33,-1.6508800945034674,3.642044477491123,-0.0828577043701689
34,1.9956071200952783,3.8800422541710504,0.2379977766799273
35,0.0,3.75247374842751,-0.12756850574354045
36,-0.98165,3.461292185360599,-0.29118156306691056
37,-0.6105166666666664,3.1397462069787623,-0.3215459783818369
38,-0.7394856642761809,2.8411567652780505,-0.29858944170071156
39,-0.9842749999999998,2.6214607890078776,-0.21969597627017298
