Step,Action,Best_Bill,reward
0,-0.20640000000000006,0.013415999999999997,0.013415999999999997
1,-0.3493666666666666,0.03612483333333333,0.02270883333333333
2,0.8194980609418288,0.13665045729455222,0.10052562396121888
3,0.0,0.19655445729455223,0.059904
4,0.0,0.2794814572945522,0.082927
5,0.0,0.3604530406278855,0.08097158333333335
6,-0.7483583333333333,0.4090963322945522,0.04864329166666667
7,2.0,1.0054459322945521,0.5963495999999999
8,1.8993600000000006,1.5005796040042507,0.4951336717096987
9,-1.8868166666666664,1.5512735892858527,0.05069398528160199
10,-1.87645,1.4178193134356303,-0.13345427585022232
11,-0.7714166666666666,1.055779600034145,-0.3620397134014852
12,-0.6275,0.8751636078967361,-0.180615992137409
13,-0.6381583333333334,0.7162686797984752,-0.1588949280982609
14,-0.1955691929824573,0.7271287159921956,0.01086003619372049
15,2.0,0.9879774899600158,0.2608487739678201
16,-1.2832166243900134,1.0328444703978679,0.0448669804378521
17,0.0,1.243603559736081,0.21075908933821313
18,0.0,1.767445559736081,0.523842
19,-0.5187433333333326,1.956175659736081,0.18873010000000004
20,0.0013473684210526318,2.035873072016783,0.07969741228070176
21,0.0,2.2541105720167827,0.2182375
22,0.0,2.3196695720167826,0.06555899999999999
23,0.0,2.3536158220167827,0.03394625
24,0.0,2.4092395720167827,0.05562375
25,2.0,2.6057919886834493,0.19655241666666665
26,2.0,2.7990239886834494,0.193232
27,0.7395368421052628,2.9150481334202913,0.11602414473684208
28,1.8993600000000006,3.1149757834202916,0.19992765000000004
29,0.0,3.2090058667536248,0.09403008333333335
30,0.0013473684210520106,3.3478901123676597,0.13888424561403503
31,0.0,3.5169161123676598,0.169026
32,-0.9780500000000004,3.5032227384854973,-0.013693373882162452
33,-0.8251248515687583,3.482226132316257,-0.020996606169240196
34,1.9956067911250077,3.7202238876131166,0.2379977552968597
35,-1.3684166666666666,3.4239215887670245,-0.2963022988460922
36,-0.98165,3.059944634933386,-0.3639769538336382
37,-0.6105166666666664,2.6580121619560897,-0.4019324729772962
38,0.0,2.3587239262578183,-0.29928823569827134
39,-0.9842749999999998,2.084103955920102,-0.27461997033771623
