Step,Action,Best_Bill,reward
0,-0.20640000000000006,0.013415999999999997,0.013415999999999997
1,-0.3493666666666666,0.03612483333333333,0.02270883333333333
2,0.0,0.08338308333333333,0.04725825
3,-0.4608,0.11333508333333334,0.029952
4,-0.2131741666666652,0.18240576250000012,0.06907067916666677
5,-0.6228583333333334,0.22289155416666678,0.04048579166666667
6,-0.7483583333333333,0.2715348458333334,0.04864329166666667
7,4.999999999999999,1.2638844458333334,0.9923495999999999
8,4.74297,2.134374637543032,0.8704901917096985
9,-1.8868166666666664,2.185068622824634,0.05069398528160199
10,-1.87645,2.131686912484545,-0.05338171034008893
11,-0.7714166666666666,1.986871027123951,-0.1448158853605941
12,-0.6275,1.9146246302689873,-0.0722463968549636
13,-0.6381583333333334,1.851066659029683,-0.06355797123930435
14,-0.7915833333333334,1.8318473854129758,-0.019219273616707177
15,-0.6894583333333334,1.8398870760474626,0.008039690634486733
16,-1.283216666666667,1.8847540525113093,0.04486697646384665
17,-1.066175,1.9547780418495224,0.0700239893382131
18,-1.4689758333333334,2.2847152318495225,0.32993719000000005
19,-1.571863254385961,2.404992536981102,0.12027730513157919
20,0.002842105263157895,2.4847871071565404,0.07979457017543862
21,0.0,2.7030246071565402,0.2182375
22,0.0014210526315789475,2.768675975577593,0.06565136842105264
23,0.0014210526315789475,2.8027145939986458,0.03403861842105264
24,4.217631578947369,3.132484396630225,0.329769802631579
25,5.0,3.524036813296892,0.3915524166666667
26,0.0,3.587268813296892,0.063232
27,0.0,3.655223063296892,0.06795425000000001
28,4.7429700000000015,4.039985363296892,0.3847623000000001
29,0.0,4.134015446630225,0.09403008333333335
30,0.0,4.272812113296892,0.13879666666666665
31,0.0,4.441838113296892,0.169026
32,-0.97805,4.436360763744027,-0.005477349552864963
33,-1.6508833333333337,4.394931782005748,-0.04142898173827911
34,-2.6772249999999995,4.354478667466507,-0.04045311453924047
35,-1.3684166666666666,4.235957747928071,-0.11852091953843688
36,-0.98165,4.090366966394615,-0.14559078153345528
37,-0.6105166666666664,3.9295939772036967,-0.16077298919091845
38,-0.7485166666666667,3.7799380162577214,-0.1496559609459752
