Step,Action,Best_Bill,reward
0,-0.20640000000000006,0.013415999999999997,0.013415999999999997
1,-0.3493666666666666,0.03612483333333333,0.02270883333333333
2,0.8194980609418288,0.13665045729455222,0.10052562396121888
3,0.0,0.19655445729455223,0.059904
4,0.0,0.2794814572945522,0.082927
5,0.0,0.3604530406278855,0.08097158333333335
6,-0.7483583333333333,0.4090963322945522,0.04864329166666667
7,2.0,1.0054459322945521,0.5963495999999999
8,1.8993600000000006,1.5005796040042507,0.4951336717096987
9,-1.8868166666666664,1.5512735892858527,0.05069398528160199
10,-1.87645,1.284365037585408,-0.26690855170044464
11,-0.7714166666666666,0.5602856107824377,-0.7240794268029704
12,-0.11192700000000563,0.30216822650761854,-0.2581173842748191
13,-0.6381583333333334,-0.015621629688903238,-0.3177898561965218
14,-0.738277614035083,-0.10105685391278907,-0.08543522422388583
15,2.0,0.159791920055031,0.2608487739678201
16,-1.2832166666666671,0.20465889651887767,0.04486697646384665
17,0.0,0.4154179858570908,0.21075908933821313
18,0.0,0.9392599858570908,0.523842
19,-0.5187433333333334,1.1279900858570908,0.18873009999999998
20,0.0013473684210526318,1.2076874981377925,0.07969741228070176
21,0.0,1.4259249981377926,0.2182375
22,-0.0,1.4914839981377925,0.06555899999999999
23,0.0,1.5254302481377926,0.03394625
24,0.0,1.5810539981377927,0.05562375
25,2.0,1.7776064148044592,0.19655241666666665
26,2.0,1.9708384148044593,0.193232
27,0.7395368421052637,2.0868625595413013,0.11602414473684214
28,1.8993599999999997,2.286790209541301,0.19992764999999998
29,0.0,2.3808202928746343,0.09403008333333335
30,0.0013473684210521092,2.519704538488669,0.13888424561403506
31,0.0,2.6887305384886693,0.169026
32,-0.9780499999999996,2.6613437907243447,-0.027386747764324728
33,-1.6508833333333344,2.4541988820329492,-0.20714490869139557
34,2.0,2.6924821959066834,0.23828331387373422
35,-1.3684166666666666,2.099877598214499,-0.5926045976921844
36,-0.98165,1.3719236905472227,-0.7279539076672764
37,0.0,0.6901620779259636,-0.6817616126212591
38,-0.7485166666666667,-0.05811772680391236,-0.748279804729876
39,0.0,-0.41050266747934483,-0.35238494067543247
