Step,Action,Best_Bill,reward
0,-0.20640000000000006,0.013415999999999997,0.013415999999999997
1,-0.3493666666666666,0.03612483333333333,0.02270883333333333
2,0.8194980609418292,0.13665045729455222,0.1005256239612189
3,0.0,0.19655445729455223,0.059904
4,0.0,0.2794814572945522,0.082927
5,0.0,0.3604530406278855,0.08097158333333335
6,-0.7483583333333333,0.4090963322945522,0.04864329166666667
7,2.0,1.0054459322945521,0.5963495999999999
8,1.8993600000000006,1.5005796040042507,0.4951336717096987
9,-1.8868166666666664,1.5512735892858527,0.05069398528160199
10,-1.87645,1.4978918789457638,-0.05338171034008893
11,-0.7714166666666666,1.3530759935851697,-0.1448158853605941
12,-0.6275000815879297,1.280829593466689,-0.0722464001184808
13,-0.6381583333333334,1.2172716222273845,-0.06355797123930435
14,2.0,1.434515162561456,0.21724354033407148
15,2.0,1.695363936529276,0.2608487739678201
16,-1.283216666666667,1.7402309129931228,0.04486697646384665
17,-1.066175,1.810254902331336,0.0700239893382131
18,0.0,2.334096902331336,0.523842
19,-1.5193252474513022,2.4577891779136682,0.12369227558233202
20,0.0013473684210526318,2.53748659019437,0.07969741228070176
21,0.0,2.75572409019437,0.2182375
22,-0.0,2.82128309019437,0.06555899999999999
23,0.0,2.85522934019437,0.03394625
24,0.0,2.91085309019437,0.05562375
25,2.0,3.1074055068610367,0.19655241666666665
26,2.0,3.3006375068610367,0.193232
27,0.7395368421052628,3.4166616515978787,0.11602414473684208
28,1.8993600000000006,3.616589301597879,0.19992765000000004
29,0.0,3.710619384931212,0.09403008333333335
30,0.0013473684210521092,3.849503630545247,0.13888424561403506
31,0.0,4.018529630545247,0.169026
32,-0.15229071194768795,4.063303291245242,0.04477366069999471
33,-1.650882117350195,4.021874358146288,-0.04142893309895355
34,1.995604662418823,4.259871975077246,0.23799761693095772
35,-1.3684166666666666,4.141351055538809,-0.11852091953843688
36,-0.98165,3.995760274005354,-0.14559078153345528
37,-0.6105166666666664,3.8349872848144355,-0.16077298919091845
38,-0.7485166666666667,3.68533132386846,-0.1496559609459752
39,-0.9842749999999998,3.5754833357333737,-0.10984798813508649
