,Hour,Best_Action,Best_Bill
0,0,-0.20640000000000006,0.0
1,1,-0.3493666666666666,0.01
2,2,-0.363525,0.02
3,3,-0.4608,0.03
4,4,-0.6379,0.04
5,5,-0.6228583333333334,0.05
6,6,-0.7483583333333333,0.06
7,7,-1.2589,0.07
8,8,-0.7638526644674135,0.08
9,9,-0.3840453430424395,0.09
10,10,1.334542758502223,0.1
11,11,2.8336977694511,0.07853202541744994
12,12,1.80615992137409,0.08853202541744992
13,13,1.5889492809826091,0.09853202541744993
14,14,0.4804818404176795,0.10853202541744994
15,15,-0.08552862377113535,0.11853202541744992
16,16,-0.4773082602536881,0.12853202541744993
17,17,-0.5304847677137356,0.13853202541744994
18,18,-1.98425,0.14853202541744992
19,19,-1.7111416666666666,0.15853202541744993
20,20,-0.6123833333333334,0.16853202541744994
21,21,-1.6787500000000002,0.17853202541744992
22,22,-0.5043000000000001,0.18853202541744993
23,23,-0.261125,0.19853202541744994
24,24,0.009947368421052632,0.23699047936481835
25,25,0.0,0.28026668769815166
26,26,0.0,0.3218826876981517
27,27,0.0,0.3658598126981517
28,28,0.0,0.4140944376981517
29,29,0.0,0.4711094793648184
30,30,0.0,0.5505078126981517
31,31,0.0014210526315794273,0.6451131811192043
32,32,0.13693373882162418,0.6551131811192044
33,33,0.0,0.6236841993809253
34,34,0.0,0.5932310848416849
35,35,0.0,0.48471016530324795
36,36,3.639769538336382,0.4947101653032479
37,37,0.0,0.34393717611232943
38,38,3.0178374111529758,0.3249947116124733
39,39,0.0,0.2251467234773868
40,40,1.8681222849115535,0.2351467234773868
41,41,0.0,0.24079468699114534
42,42,-1.354458333333333,0.25079468699114527
43,43,-0.8900416666666666,0.2607946869911453
44,44,-1.101883333333333,0.2707946869911453
45,45,-1.1211,0.2807946869911453
46,46,-1.5262666666666669,0.2907946869911453
47,47,-1.8037833333333333,0.3007946869911453
48,48,0.014210526315790459,0.4233932462016717
49,49,0.0,0.5524001212016717
50,50,0.0,0.6618977878683384
51,51,0.0,0.798939204535005
52,52,0.0,0.9169989962016717
53,53,0.0,1.0543989962016718
54,54,0.0,1.1788509962016718
55,55,0.0,1.3499697462016718
56,56,0.0,1.421841587873268
57,57,0.0,1.4442126741319128
58,58,0.13930188925707032,1.4542126741319128
59,59,2.3529121397587223,1.4642126741319128
60,60,3.1822502422426098,1.4742126741319128
61,61,0.0,1.3448556308421147
62,62,2.571931746838392,1.341577116101981
63,63,0.0,1.2476640192620065
64,64,0.0,1.1784685442008134
65,65,-0.2351174063323527,1.1884685442008132
66,66,-1.6906,1.1984685442008134
67,67,-0.7826666666666666,1.2084685442008132
68,68,-0.914775,1.2184685442008134
69,69,-1.0793,1.2284685442008132
70,70,-1.38515,1.2384685442008134
71,71,-1.3368083333333334,1.2484685442008132
72,72,4.220473684631128,1.6481017503685031
73,73,0.0,1.7505610003685033
74,74,0.0,1.8845170837018366
75,75,5.0,2.3110430420351697
76,76,0.0,2.4306991253685033
77,77,0.0,2.55578216703517
78,78,4.999999999579401,3.0071543753411643
79,79,-2.2139666666666664,3.0171543753411645
80,80,-2.2758916666666664,3.0271543753411647
81,81,-3.1921291396851577,3.0371543753411645
82,82,-2.5555966163390877,3.0471543753411643
83,83,0.0,3.1886705412150684
84,84,0.0,3.324899303092717
85,85,0.0,3.4017226789847506
86,86,0.0,3.470529035118311
87,87,0.0,3.5256034377824084
88,88,-0.6449926164544064,3.577874200010808
89,89,-1.0460999608546762,3.587874200010808
90,90,-0.8809333333333333,3.597874200010808
91,91,0.007105263157894739,3.650678667116071
92,92,0.0,3.7314598754494046
93,93,0.0,3.806440917116072
94,94,0.0,3.8973859587827384
95,95,0.0,3.9977928337827384
96,96,4.540025554132528,4.40170316146802
97,97,0.0,4.514390703134686
98,98,0.0,4.62784416146802
99,99,0.0,4.7411638281346855
100,100,5.0,5.17033691146802
101,101,0.0,5.30072828646802
102,102,0.0,5.407826911468019
103,103,-1.6845416666666666,5.41782691146802
104,104,-2.0016020263792127,5.42782691146802
105,105,-2.5823027834111136,5.4378269114680196
106,106,-2.327319086147612,5.44782691146802
107,107,0.6102221767849474,5.45782691146802
108,108,0.6771903040688717,5.46782691146802
109,109,0.7893905577406564,5.47782691146802
110,110,1.9794689952469764,5.487826911468019
111,111,2.2192849701827697,5.49782691146802
112,112,-0.9365350711689102,5.50782691146802
113,113,-0.5182324956595741,5.51782691146802
114,114,-0.8786583333333334,5.52782691146802
115,115,-0.08151679597003893,5.617509861396634
116,116,-1.5320416666666663,5.627509861396634
117,117,-0.8529583333333334,5.637509861396634
118,118,-0.3964,5.6475098613966335
119,119,-0.450675,5.657509861396633
120,120,4.621495415444731,6.005990563400542
121,121,0.0,6.0692206884005415
122,122,5.0,6.462776480067207
123,123,0.0,6.537248896733875
124,124,0.0,6.608706396733877
125,125,0.0,6.6837464800672075
126,126,0.0,6.765128938400541
127,127,-1.67795,6.775128938400542
128,128,-0.8773381110536463,6.7851289384005415
129,129,0.4348933382289433,6.795128938400541
130,130,-1.851556394695904,6.805128938400541
131,131,-1.600625934798008,6.815128938400541
132,132,-0.6174841624883037,6.825128938400542
133,133,0.7788268418999816,6.835128938400541
134,134,-0.34053335393489537,6.845128938400541
135,135,-0.4982279538616034,6.855128938400542
136,136,-0.1323952248723843,6.865128938400542
137,137,-0.6817467726338087,6.875128938400541
138,138,-1.4739916666666666,6.885128938400541
139,139,0.0,6.934488063400542
140,140,0.0,6.9851888967338756
141,141,0.004263157894736781,7.032818251997034
142,142,0.0,7.076429751997032
143,143,0.0,7.100376585330367
144,144,4.999999999999999,7.472818751997032
145,145,0.3314517850695945,7.557756284693223
146,146,0.0,7.608618534693223
147,147,0.0,7.666455284693223
148,148,0.0,7.730434534693224
149,149,0.0,7.794360701359892
150,150,0.0,7.860878743026558
151,151,-1.0273583333333334,7.870878743026558
152,152,-1.199843285427758,7.8808787430265586
153,153,-1.5101711633946733,7.890878743026558
154,154,-1.0601549538695405,7.900878743026558
155,155,0.25699570796566673,7.910878743026558
156,156,1.1579939085459037,7.920878743026558
157,157,0.6242765477183003,7.930878743026558
158,158,0.0,7.925378956999401
159,159,0.3881109803197473,7.927193263307212
160,160,1.8127737945118234,7.937193263307213
161,161,-0.3437053891696176,7.947193263307213
162,162,-0.9713666666666664,7.957193263307213
