Hour,Best_Action,total_reward,Best_Bill,FG,TG
3269,0.0014210526315793753,-483.47971549682205,-483.47277581787466,0.38553771929824593,0.0
3270,-0.38795,-483.47971549682205,-483.47971549682205,0.0,0.0
3271,0.3507728531855974,-483.47971549682205,-483.4607547171591,0.7584311865189307,0.0
3272,-1.7342333333333333,-483.47971549682205,-483.5791271930357,-0.0,0.4970584810682479
3273,-1.0547583333333335,-483.47971549682205,-483.56847692376175,-0.0,0.4438071346983544
3274,-0.8704333333333334,-483.47971549682205,-483.61470904823966,-0.0,0.6749677570880421
3275,-1.2494916666666667,-483.47971549682205,-483.7961507360185,-0.0,1.582176195982231
3276,-1.833275,-483.47971549682205,-483.96930809294054,0.0,2.4479629805923118
3277,-0.8147416666666665,-483.47971549682205,-484.084560886919,-0.0,3.0242269504848696
3278,-0.6852,-483.47971549682205,-483.89549414597366,-0.0,2.0788932457580773
3279,-0.8321749999999999,-483.47971549682205,-484.0508735681126,-0.0,2.8557903564527787
3280,-1.0286333333333335,-483.47971549682205,-483.6796484860584,-0.0,0.9996649461818136
3281,-1.3009583333333334,-483.47971549682205,-483.80995431710954,-0.0,1.6511941014373317
3282,-1.33305,-483.47971549682205,-483.59998381638053,-0.0,0.6013415977925115
3283,0.0014210526315789475,-483.47971549682205,-483.4622647741764,0.7271134435694899,0.0
3284,0.0014210526315789475,-483.47971549682205,-483.4577065297168,1.048046052631579,0.0
3285,0.0014210526315789475,-483.47971549682205,-483.45924972182206,1.077146052631579,0.0
3286,0.0014210526315789475,-483.47971549682205,-483.46219309726064,1.0307293859649125,0.0
3287,0.002842105263157895,-483.47971549682205,-483.4710309902431,0.5789671052631579,0.0
3288,0.0,-483.47971549682205,-483.47133269682206,0.523925,0.0
3289,4.999999999999999,-486.6064344606874,-486.51843112735406,5.500208333333332,0.0
3290,5.0,-486.6064344606874,-486.5073791106874,5.503075,0.0
3291,4.213368421052632,-486.6064344606874,-486.5095773488453,4.612243421052632,0.0
3292,-0.43710000000000004,-486.6064344606874,-486.6064344606874,0.0,0.0
3293,0.0,-486.6064344606874,-486.59528042735406,0.3983583333333333,0.0
3294,-0.38255000000000006,-486.6064344606874,-486.6064344606874,0.0,0.0
3295,-0.4111333333333311,-486.6064344606874,-486.6064344606874,0.0,0.0
3296,-0.579325,-486.6064344606874,-486.71932992775123,-0.0,0.5644773353191854
3297,-0.9008666666666663,-486.6064344606874,-486.65790208316446,0.0,0.25733811238512755
3298,3.0137977839335184,-486.6064344606874,-486.5089012166658,3.751278616216126,0.0
3299,-1.6979083333333327,-486.6064344606874,-486.73039096523917,6.661338147750939e-16,0.6197825227587733
3300,-2.183191666666666,-486.6064344606874,-486.9368278628473,-0.0,1.6519670107992768
3301,-1.5605083333333334,-486.6064344606874,-486.9684141918681,-0.0,1.8098986559032648
3302,-2.1040666666666668,-486.6064344606874,-486.82516909550594,-0.0,1.0936731740926846
3303,-1.3570166666666665,-486.6064344606874,-486.8287875509352,-0.0,1.111765451238968
3304,-1.2452833333333333,-486.6064344606874,-486.8711673516818,-0.0,1.3236644549717742
3305,-1.3306916666666666,-486.6064344606874,-486.928281644149,-0.0,1.6092359173080153
3306,-1.3360733333333337,-486.6064344606874,-486.8059203883232,0.0,0.9974296381790542
3307,0.0014210526315789475,-486.6064344606874,-486.5810163753304,1.0167234142804116,0.0
3308,0.0014210526315789475,-486.6064344606874,-486.57959137296814,1.3421543859649123,0.0
3309,0.0014210526315789475,-486.6064344606874,-486.587171990512,1.2039043859649123,0.0
3310,0.002842105263157895,-486.6064344606874,-486.5913063291085,1.008542105263158,0.0
3311,0.0,-486.6064344606874,-486.5971718356874,0.6175083333333334,0.0
3312,0.0014210526315789475,-486.6064344606874,-486.59878080805584,0.6378043859649124,0.0
3313,4.999999999999998,-488.318109790286,-488.2479245236193,5.398866666666665,0.0
3314,5.0,-488.318109790286,-488.2409073736193,5.514458333333334,0.0
3315,4.214789473684212,-488.318109790286,-488.2234805008123,4.731464473684213,0.0
3316,-0.006086666666664442,-488.318109790286,-488.30587279028595,0.48948000000000214,0.0
3317,0.0,-488.318109790286,-488.3063393486193,0.5117583333333334,0.0
3318,0.0,-488.318109790286,-488.3064110319526,0.5086416666666665,0.0
3319,0.0,-488.318109790286,-488.30714699028596,0.4567833333333333,0.0
3320,-0.841,-488.318109790286,-488.39855517403515,-0.0,0.4022269187459425
3321,0.0,-488.318109790286,-488.30322301097186,0.6472512745261435,0.0
3322,-1.10045,-488.318109790286,-488.4560221412669,-0.0,0.689561754904653
3323,-1.430825,-488.318109790286,-488.59512210043414,-0.0,1.3850615507406991
3324,-2.6125,-488.318109790286,-488.5437822017554,-0.0,1.1283620573471231
3325,-2.103925,-488.318109790286,-488.56215007822607,-0.0,1.22020143970055
3326,-1.826733333333333,-488.318109790286,-488.851139718514,-0.0,2.6651496411400037
3327,-0.9942,-488.318109790286,-488.8364036881362,-0.0,2.5914694892512653
3328,-0.7755,-488.318109790286,-488.58967288651553,-0.0,1.3578154811476564
3329,-1.115825,-488.318109790286,-488.54709536977884,-0.0,1.1449278974644717
3330,0.002842105263157895,-488.318109790286,-488.29025931289885,1.326213208909755,0.0
3331,0.0,-488.318109790286,-488.28482824802086,1.4470235767447073,0.0
3332,0.0014210526315789475,-488.318109790286,-488.30013561572457,1.0573043859649125,0.0
3333,0.0014210526315789475,-488.318109790286,-488.30366149554914,1.032021052631579,0.0
3334,0.0014210526315789475,-488.318109790286,-488.30425205826845,1.0659793859649125,0.0
3335,0.0014210526315789475,-488.318109790286,-488.3098353376544,0.6895377192982456,0.0
3336,0.0014210526315789475,-488.318109790286,-488.31234555081227,0.640471052631579,0.0
3337,0.0014210526315782393,-490.41004137118006,-490.4051065773204,0.4934793859649114,0.0
3338,5.0,-490.41004137118006,-490.37782887118004,5.36875,0.0
3339,4.214789473684212,-490.41004137118006,-490.37710988653095,4.704497807017546,0.0
3340,5.0,-490.41004137118006,-490.4319638711801,5.480625,0.0
3341,-0.4864166666666666,-490.41004137118006,-490.41004137118006,0.0,0.0
3342,0.5418079409048946,-490.41004137118006,-490.3847632559908,1.0111246075715612,0.0
3343,0.0014210526315980737,-490.41004137118006,-490.397728127759,0.4560460526315981,0.0
3344,-0.6951250000000139,-490.41004137118006,-490.4357884871211,0.0,0.1287355797052529
3345,-0.8933166666666666,-490.41004137118006,-490.46125798346634,-0.0,0.2560830614314392
3346,1.537551246537395,-490.41004137118006,-490.3245140587612,2.850910413961343,0.0
3347,-2.0255666666666667,-490.41004137118006,-490.58345361700384,0.0,0.8670612291189689
3348,-1.8377416666666664,-490.41004137118006,-490.6893357685671,-0.0,1.3964719869353313
3349,-1.0434083333333335,-490.41004137118006,-490.80746770677683,-0.0,1.987131677983815
3350,-1.077175,-490.41004137118006,-490.73984411617573,-0.0,1.6490137249783416
3351,-1.22125,-490.41004137118006,-490.9048247671689,-0.0,2.4739169799442613
3352,-1.3363083333333334,-490.41004137118006,-490.64716279964506,-0.0,1.1856071423250962
3353,-1.54105,-490.41004137118006,-490.7082027985614,-0.0,1.4908071369067455
3354,-1.2836583333333333,-490.41004137118006,-490.5182715022077,-0.0,0.5411506551383611
3355,-1.2426500000000007,-490.41004137118006,-490.44154695996497,0.0,0.15752794392442165
3356,0.0014210526315789475,-490.41004137118006,-490.3900974501274,0.997196052631579,0.0
3357,0.0014210526315789475,-490.41004137118006,-490.3978450931099,0.8711627192982456,0.0
3358,1.1535614035087718,-490.41004137118006,-490.3885358404783,2.1505530701754383,0.0
3359,-0.5639666666666666,-490.41004137118006,-490.41004137118006,0.0,0.0
3360,-0.473275,-490.41004137118006,-490.41004137118006,0.0,0.0
3361,5.0,-492.61182211549595,-492.56803471549597,5.473425,0.0
3362,5.0,-492.61182211549595,-492.5369344821626,5.349116666666666,0.0
3363,3.6889639889196677,-492.61182211549595,-492.5345944497065,4.0646139889196675,0.0
3364,0.0014210526315793753,-492.61182211549595,-492.6033336483907,0.4042127192982459,0.0
3365,-0.37324333333333376,-492.61182211549595,-492.6113831988293,0.01755666666666622,0.0
3366,-0.3808083333333333,-492.61182211549595,-492.61182211549595,0.0,0.0
3367,0.0,-492.61182211549595,-492.60193128216264,0.3956333333333333,0.0
3368,-0.6406583333333334,-492.61182211549595,-492.7025515148199,-0.0,0.4536469966197312
3369,-1.6451333333333333,-492.61182211549595,-492.70359544508807,-0.0,0.4588666479606036
3370,-2.0347916666666666,-492.61182211549595,-492.7897366519864,-0.0,0.8895726824522421
3371,-1.698425,-492.61182211549595,-492.93180140588737,-0.0,1.5998964519571155
3372,-1.9094166666666663,-492.61182211549595,-493.0658488295769,-0.0,2.2701335704046985
3373,-0.7263833333333334,-492.61182211549595,-493.135273861872,-0.0,2.617258731880133
3374,-0.7342583333333335,-492.61182211549595,-493.1610078313755,-0.0,2.7459285793977006
3375,-1.0229833333333334,-492.61182211549595,-493.1594940456486,-0.0,2.738359650763312
3376,-1.6435083333333333,-492.61182211549595,-493.08320165982843,-0.0,2.3568977216624045
3377,4.232156971375808,-492.61182211549595,-492.51198149851797,5.254769314629347,0.0
3378,-1.9871,-492.61182211549595,-492.8612577976825,-0.0,1.247178410932937
3379,-1.0438333333333334,-492.61182211549595,-492.737067455238,-0.0,0.6262266987101094
3380,-0.7834583333333334,-492.61182211549595,-492.62334063314205,-0.0,0.057592588230597035
3381,1.8686297322252998,-492.61182211549595,-492.5780475123104,2.5980463988919666,0.0
3382,-0.8714166666666666,-492.61182211549595,-492.61182211549595,0.0,0.0
3383,-0.43414166666666654,-492.61182211549595,-492.61182211549595,0.0,0.0
3384,-0.37575000000000003,-492.61182211549595,-492.61182211549595,0.0,0.0
3385,0.0,-495.87579772529864,-495.86904337529865,0.37524166666666653,0.0
3386,5.0,-495.87579772529864,-495.8005557752986,5.3744250000000005,0.0
3387,3.7984459833795006,-495.87579772529864,-495.8049178519145,4.169404316712834,0.0
3388,5.0,-495.87579772529864,-495.789863858632,5.370866666666666,0.0
3389,0.0014210526315798614,-495.87579772529864,-495.8691578963513,0.36887938596491315,0.0
3390,-0.36410000000000003,-495.87579772529864,-495.87579772529864,0.0,0.0
3391,-0.3865083333333333,-495.87579772529864,-495.87579772529864,0.0,0.0
3392,-0.7219166666666667,-495.87579772529864,-495.94987090495187,0.0,0.3703658982662249
3393,-0.5266583333333336,-495.87579772529864,-495.9421987517627,0.0,0.332005132320433
3394,-0.5564916666666666,-495.87579772529864,-496.01723943768616,0.0,0.7072085619376198
3395,-1.1401083333333335,-495.87579772529864,-496.13375374145636,0.0,1.2897800807887436
3396,-1.717425,-495.87579772529864,-496.2923592242679,0.0,2.082807494846179
3397,-1.0847083333333334,-495.87579772529864,-496.1320214674319,0.0,1.2811187106663462
3398,-0.8719333333333334,-495.87579772529864,-496.1032917252986,0.0,1.1374700000000002
3399,-0.5320666666666667,-495.87579772529864,-496.4448131287701,0.0,2.845077017357112
3400,-0.7652000000000001,-495.87579772529864,-496.28645032083324,0.0,2.053262977672955
3401,-1.0821166666666666,-495.87579772529864,-496.20367484350965,0.0,1.6393855910550228
3402,-0.9757916666666664,-495.87579772529864,-496.09330819897286,0.0,1.0875523683710362
3403,-1.31385,-495.87579772529864,-495.97669972529866,0.0,0.50451
3404,-0.766887499999998,-495.87579772529864,-495.8709803669653,0.21897083333333545,0.0
3405,0.0014210526315790964,-495.87579772529864,-495.85526275863197,1.0807877192982456,0.0
3406,0.0014210526315790676,-495.87579772529864,-495.8377101424039,2.240446052631579,0.0
3407,0.0014210526315789368,-495.87579772529864,-495.86445544722847,0.8101627192982456,0.0
