,Hour,Best_Action,Best_Bill
0,0,0.0,0.013415999999999999
1,1,0.0,0.04612483333333333
2,2,0.0,0.07975395833333332
3,3,1.371789473684211,0.208872274122807
4,4,2.0,0.390335774122807
5,5,0.0,0.440865355263158
6,6,0.0,0.49955243640350877
7,7,-1.2589,0.5095524364035088
8,8,-0.7638526644674135,0.5195524364035088
9,9,-0.4366894515077631,0.525340907726283
10,10,0.0,0.4285774870461051
11,11,0.0,0.14894571632491696
12,12,0.0,0.014452922614989733
13,13,0.0,-0.10266301986361895
14,14,0.0,-0.13110156709703336
15,15,-0.08552862377113535,-0.12110156709703337
16,16,-0.4773082602536881,-0.11110156709703337
17,17,-1.066175,-0.1439567856799345
18,18,-1.98425,-0.13395678567993452
19,19,0.0033684210526314924,-0.012513629978180063
20,20,0.0,0.03729128668848655
21,21,0.0,0.15641003668848652
22,22,0.0,0.19918953668848655
23,23,0.0,0.22616266168848653
24,24,0.0013473684210526318,0.26406211563585497
25,25,0.0,0.3073383239691883
26,26,2.0000000000000004,0.47895432396918836
27,27,2.0000000000000004,0.6529314489691884
28,28,0.0,0.7011660739691885
29,29,0.0,0.7581811156358551
30,30,0.7408842105263164,0.8857369226533989
31,31,2.0,1.110249922653399
32,32,-0.97805,1.031051223547669
33,33,-1.6508833333333337,0.8261225934044443
34,34,0.0,0.7552163643259633
35,35,0.0,0.5281745252490895
36,36,0.0,0.2469929621821789
37,37,0.0,-0.06455301619965798
38,38,-0.7485166666666667,-0.4137462714249418
39,39,-0.9842749999999998,-0.7021842476951149
40,40,-1.1781,-0.935882030488039
41,41,-0.5316629999999992,-0.9771191434605219
42,42,0.0,-0.8790793517938553
43,43,0.0,-0.811226643460522
44,44,0.0,-0.7296042267938552
45,45,0.0,-0.6467327267938554
46,46,0.0,-0.5374816039868378
47,47,0.0,-0.41019189784648696
48,48,0.0,-0.28847323337280284
49,49,2.0,-0.02946635837280287
50,50,0.0,0.08003130829386385
51,51,2.0,0.34707272496053054
52,52,0.0,0.46513251662719723
53,53,0.0,0.6025325166271973
54,54,0.7415578947368429,0.7751857797850921
55,55,2.0,1.076304529785092
56,56,0.0,1.1482201609303724
57,57,-1.8037840000000005,1.0291433932487044
58,58,2.0,1.1600887684731687
59,59,-2.000000000000001,0.8218557972924707
60,60,0.0,0.577275777913062
61,61,-1.1871770000000001,0.2135875313334657
62,62,-1.5699166666666668,-0.13431737122720644
63,63,-1.3192583333333334,-0.43768423157382197
64,64,0.0,-0.5860751816962083
65,65,0.0047157894736842105,-0.560486023968816
66,66,0.0,-0.44059702396881606
67,67,0.0,-0.3797236906354823
68,68,0.0,-0.3102633156354824
69,69,0.0,-0.23010881563548236
