localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday,month,hour,use_hour,use_week,ac,ac_hour,ac_week
2016-01-08 00:00:00,0.2916666666666666,50.62,0.17,2.71,-2.7223,1,1.0,0.0,0.64525,0.2601166666666666,0.0,0.0,0.0
2016-01-08 01:00:00,0.2690666666666666,49.06,0.15,2.29,-1.88293,1,1.0,1.0,0.2916666666666666,0.2659666666666666,0.0,0.0,0.0
2016-01-08 02:00:00,0.2809,47.83,0.13,3.21,-2.06407,1,1.0,2.0,0.2690666666666666,0.3193333333333333,0.0,0.0,0.0
2016-01-08 03:00:00,0.3969333333333333,46.86,0.08,2.22,-2.11499,1,1.0,3.0,0.2809,0.2907,0.0,0.0,0.0
2016-01-08 04:00:00,0.3675333333333333,45.89,0.08,1.21,-2.3816900000000003,1,1.0,4.0,0.3969333333333333,0.7239833333333332,0.0,0.0,0.0
2016-01-08 05:00:00,0.5021166666666665,46.02,0.13,2.18,-1.84323,1,1.0,5.0,0.3675333333333333,0.6355333333333332,0.0,0.0,0.0
2016-01-08 06:00:00,0.4050666666666666,45.42,0.21,2.74,-2.04171,1,1.0,6.0,0.5021166666666665,0.5664833333333332,0.0,0.0,0.0
2016-01-08 07:00:00,0.49595,45.25,0.29,2.52,-1.87128,1,1.0,7.0,0.4050666666666666,0.52465,0.0,0.0,0.0
2016-01-08 08:00:00,0.4989166666666666,46.18,0.2,1.07,44.695,1,1.0,8.0,0.49595,0.38901666666666657,0.32394733553258664,0.0,0.0
2016-01-08 09:00:00,0.4538166666666666,48.91,0.2,1.04,200.065,1,1.0,9.0,0.4989166666666666,0.20218333333333327,1.5027713236242268,0.32394733553258664,0.08307425708749366
2016-01-08 10:00:00,0.4866333333333332,51.99,0.83,1.02,417.158,1,1.0,10.0,0.4538166666666666,0.23815,3.210992758502223,1.5027713236242268,0.4113721264699126
2016-01-08 11:00:00,0.3034666666666666,55.57,0.87,2.1,718.319,1,1.0,11.0,0.4866333333333332,1.07915,4.391813800681518,3.210992758502223,0.3213061855728509
2016-01-08 12:00:00,1.2270333333333332,60.05,0.4,4.03,477.962,1,1.0,12.0,0.3034666666666666,0.8218,2.43365992137409,4.391813800681518,0.23457517267784486
2016-01-08 13:00:00,0.6657166666666666,61.63,0.4,3.96,460.8130000000001,1,1.0,13.0,1.2270333333333332,0.8072333333333331,2.2271076143159423,2.43365992137409,0.2649890320074589
2016-01-08 14:00:00,0.6123833333333332,62.8,0.37,3.02,317.875,1,1.0,14.0,0.6657166666666666,0.6852833333333332,1.272065173751013,2.2271076143159423,0.28555578469387977
2016-01-08 15:00:00,0.7424166666666666,63.67,0.2,2.97,183.556,1,1.0,15.0,0.6123833333333332,0.6343166666666666,0.603929709562198,1.272065173751013,0.8129302061717937
2016-01-08 16:00:00,0.6057,63.98,0.26,2.35,173.593,1,1.0,16.0,0.7424166666666666,1.1494833333333332,0.8059084064129786,0.603929709562198,0.015444166396585
2016-01-08 17:00:00,0.24035,63.02,0.28,1.71,76.5486,1,1.0,17.0,0.6057,1.0528166666666667,0.5356902322862644,0.8059084064129786,0.0
2016-01-08 18:00:00,0.9648166666666664,60.52,0.24,0.48,-0.985291,1,1.0,18.0,0.24035,1.05055,0.0,0.5356902322862644,0.0
2016-01-08 19:00:00,0.6528333333333332,58.16,0.16,0.26,-3.35366,1,1.0,19.0,0.9648166666666664,1.17775,0.0,0.0,0.0
2016-01-08 20:00:00,0.5537333333333332,55.61,0.11,0.82,-2.92939,1,1.0,20.0,0.6528333333333332,1.374966666666667,0.0,0.0,0.0
2016-01-08 21:00:00,0.3248,55.71,0.36,2.13,-2.94151,1,1.0,21.0,0.5537333333333332,1.24215,0.0,0.0,0.0
2016-01-08 22:00:00,0.26935,55.53,0.5,2.62,-2.72099,1,1.0,22.0,0.3248,0.3406333333333333,0.0,0.0,0.0
2016-01-08 23:00:00,0.3129666666666666,55.39,0.35,5.08,-2.72138,1,1.0,23.0,0.26935,0.40156666666666657,0.0,0.0,0.0
2016-01-09 00:00:00,0.4423833333333333,54.77,0.65,5.57,-2.72138,0,1.0,0.0,0.3129666666666666,0.2820333333333333,0.0,0.0,0.0
