localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday,month,hour,use_hour,use_week,ac,ac_hour,ac_week
2016-01-08 00:00:00,1.52595,50.62,0.17,2.71,-2.7223,1,1.0,0.0,1.8528,0.9338666666666664,0.0,0.0,0.0
2016-01-08 01:00:00,1.2559666666666671,49.06,0.15,2.29,-1.88293,1,1.0,1.0,1.52595,0.9124666666666666,0.0,0.0,0.0
2016-01-08 02:00:00,0.9394666666666665,47.83,0.13,3.21,-2.06407,1,1.0,2.0,1.2559666666666671,0.4647333333333332,0.0,0.0,0.0
2016-01-08 03:00:00,0.9329833333333332,46.86,0.08,2.22,-2.11499,1,1.0,3.0,0.9394666666666665,0.4187333333333333,0.0,0.0,0.0
2016-01-08 04:00:00,0.5019,45.89,0.08,1.21,-2.3816900000000003,1,1.0,4.0,0.9329833333333332,0.50355,0.0,0.0,0.0
2016-01-08 05:00:00,0.6242166666666666,46.02,0.13,2.18,-1.84323,1,1.0,5.0,0.5019,0.4236333333333333,0.0,0.0,0.0
2016-01-08 06:00:00,3.26855,45.42,0.21,2.74,-2.04171,1,1.0,6.0,0.6242166666666666,0.4154833333333333,0.0,0.0,0.0
2016-01-08 07:00:00,1.72565,45.25,0.29,2.52,-1.87128,1,1.0,7.0,3.26855,1.8136166666666669,0.0,0.0,0.0
2016-01-08 08:00:00,1.0188166666666667,46.18,0.2,1.07,44.695,1,1.0,8.0,1.72565,3.283716666666667,0.32394733553258664,0.0,0.0
2016-01-08 09:00:00,0.7096666666666666,48.91,0.2,1.04,200.065,1,1.0,9.0,1.0188166666666667,3.1417,1.5027713236242268,0.32394733553258664,0.08307425708749366
2016-01-08 10:00:00,0.5307833333333332,51.99,0.83,1.02,417.158,1,1.0,10.0,0.7096666666666666,0.8878833333333331,3.210992758502223,1.5027713236242268,0.4113721264699126
2016-01-08 11:00:00,0.60795,55.57,0.87,2.1,718.319,1,1.0,11.0,0.5307833333333332,1.10315,4.391813800681518,3.210992758502223,0.3213061855728509
2016-01-08 12:00:00,0.5671,60.05,0.4,4.03,477.962,1,1.0,12.0,0.60795,0.8785,2.43365992137409,4.391813800681518,0.23457517267784486
2016-01-08 13:00:00,0.5680666666666666,61.63,0.4,3.96,460.8130000000001,1,1.0,13.0,0.5671,0.9236333333333332,2.2271076143159423,2.43365992137409,0.2649890320074589
2016-01-08 14:00:00,0.6247166666666666,62.8,0.37,3.02,317.875,1,1.0,14.0,0.5680666666666666,1.1683333333333332,1.272065173751013,2.2271076143159423,0.28555578469387977
2016-01-08 15:00:00,0.5295333333333332,63.67,0.2,2.97,183.556,1,1.0,15.0,0.6247166666666666,1.2363333333333333,0.603929709562198,1.272065173751013,0.8129302061717937
