localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday,month,hour,use_hour,use_week,ac,ac_hour,ac_week
2016-01-08 00:00:00,0.23515,50.62,0.17,2.71,-2.7223,1,1.0,0.0,0.2396833333333333,0.19106666666666666,0.0,0.0,0.0
2016-01-08 01:00:00,0.22271666666666665,49.06,0.15,2.29,-1.88293,1,1.0,1.0,0.23515,0.17081666666666664,0.0,0.0,0.0
2016-01-08 02:00:00,0.23006666666666664,47.83,0.13,3.21,-2.06407,1,1.0,2.0,0.22271666666666665,0.1791,0.0,0.0,0.0
2016-01-08 03:00:00,0.21271666666666664,46.86,0.08,2.22,-2.11499,1,1.0,3.0,0.23006666666666664,0.1655,0.0,0.0,0.0
2016-01-08 04:00:00,0.18325,45.89,0.08,1.21,-2.3816900000000003,1,1.0,4.0,0.21271666666666664,0.18708333333333327,0.0,0.0,0.0
2016-01-08 05:00:00,0.2143,46.02,0.13,2.18,-1.84323,1,1.0,5.0,0.18325,0.16806666666666664,0.0,0.0,0.0
2016-01-08 06:00:00,0.3092166666666666,45.42,0.21,2.74,-2.04171,1,1.0,6.0,0.2143,0.2068,0.0,0.0,0.0
2016-01-08 07:00:00,0.21573333333333328,45.25,0.29,2.52,-1.87128,1,1.0,7.0,0.3092166666666666,0.29585,0.0,0.0,0.0
2016-01-08 08:00:00,0.36245,46.18,0.2,1.07,44.695,1,1.0,8.0,0.21573333333333328,0.1818,0.32394733553258664,0.0,0.0
2016-01-08 09:00:00,0.2515833333333333,48.91,0.2,1.04,200.065,1,1.0,9.0,0.36245,0.18196666666666664,1.5027713236242268,0.32394733553258664,0.08307425708749366
2016-01-08 10:00:00,0.3667166666666666,51.99,0.83,1.02,417.158,1,1.0,10.0,0.2515833333333333,2.2455,3.210992758502223,1.5027713236242268,0.4113721264699126
2016-01-08 11:00:00,0.4074333333333333,55.57,0.87,2.1,718.319,1,1.0,11.0,0.3667166666666666,0.6082666666666666,4.391813800681518,3.210992758502223,0.3213061855728509
2016-01-08 12:00:00,0.3518166666666666,60.05,0.4,4.03,477.962,1,1.0,12.0,0.4074333333333333,0.3616666666666666,2.43365992137409,4.391813800681518,0.23457517267784486
2016-01-08 13:00:00,0.33899999999999997,61.63,0.4,3.96,460.8130000000001,1,1.0,13.0,0.3518166666666666,0.17415,2.2271076143159423,2.43365992137409,0.2649890320074589
2016-01-08 14:00:00,0.3397333333333333,62.8,0.37,3.02,317.875,1,1.0,14.0,0.33899999999999997,0.20463333333333328,1.272065173751013,2.2271076143159423,0.28555578469387977
